id	over/under	perc_associated_study	perc_associated_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	FDR	description	ANs_study
..........GO:0000435	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	positive regulation of transcription from RNA polymerase II promoter by galactose	P38931, P39073
......GO:0071048	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	nuclear retention of unspliced pre-mRNA at the site of transcription	P33411, Q02455
......GO:0006277	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	DNA amplification	P06778, P47110
....GO:0033993	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	response to lipid	P07248, P40535
....GO:0070542	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	response to fatty acid	P07248, P40535
......GO:0070544	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	histone H3-K36 demethylation	P39956, Q03833
.......GO:0010678	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	negative regulation of cellular carbohydrate metabolic process by negative regulation of transcription, DNA-templated	P31385, P39001
.....GO:0010453	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	regulation of cell fate commitment	P22082, P32591
......GO:0010455	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	positive regulation of cell fate commitment	P22082, P32591
...GO:0032452	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	histone demethylase activity	P39956, Q03833
.....GO:0072414	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	response to mitotic cell cycle checkpoint signaling	P40457, Q02455
.....GO:0001156	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	TFIIIC-class transcription factor binding	P29056, P46678
...GO:0031229	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	intrinsic component of nuclear inner membrane	Q03281, Q03707
....GO:0005639	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	integral component of nuclear inner membrane	Q03281, Q03707
.....GO:0034201	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	response to oleic acid	P07248, P40535
.......GO:1900090	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	positive regulation of inositol biosynthetic process	P17106, P31385
........GO:1900470	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	positive regulation of phosphatidylserine biosynthetic process	P31385, P39001
....GO:0010978	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	gene silencing involved in chronological cell aging	P53973, Q06629
....GO:0035861	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	site of double-strand break	P38859, Q05543
....GO:0070823	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	HDA1 complex	P53973, Q06629
.........GO:1900050	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	negative regulation of histone exchange	P32657, P38144
......GO:0033309	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	SBF transcription complex	P09959, P25302
......GO:0034462	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	small-subunit processome assembly	P53743, Q06106
....GO:0031047	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	gene silencing by RNA	P53973, Q06629
...GO:0033186	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	CAF-1 complex	P13712, Q12495
.....GO:0030874	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	nucleolar chromatin	P32657, P38144
.....GO:0070076	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	histone lysine demethylation	P39956, Q03833
......GO:0072485	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	response to spindle assembly checkpoint signaling	P40457, Q02455
......GO:0000731	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	DNA synthesis involved in DNA repair	P13382, P26793
.........GO:0010484	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	H3 histone acetyltransferase activity	Q03330, Q07794
.....GO:0019948	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	SUMO activating enzyme activity	P52488, Q06624
......GO:0071400	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	cellular response to oleic acid	P07248, P40535
.......GO:0016436	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	rRNA (uridine) methyltransferase activity	P25582, P40493
....GO:0051864	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	histone demethylase activity (H3-K36 specific)	P39956, Q03833
...GO:0003916	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	DNA topoisomerase activity	P06786, P38086
.........GO:0032298	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	positive regulation of DNA-dependent DNA replication initiation	P40466, P41813
....GO:0044109	o	0.178	0.000	-1.000	2	1123	0	1123	0.5	1	cellular alcohol catabolic process	P22082, P32591
...GO:0005839	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	proteasome core complex	P43583
.......GO:1900059	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of sulfate assimilation	P17106
.......GO:0061425	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of ethanol catabolic process by positive regulation of transcription from RNA polymerase II promoter	P07248
.......GO:0050849	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of calcium-mediated signaling	P17157
.......GO:0061427	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of ceramide biosynthetic process by negative regulation of transcription from RNA Polymerase II promoter	P17106
......GO:0047631	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	ADP-ribose diphosphatase activity	Q01976
......GO:0072367	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of lipid transport by regulation of transcription from RNA polymerase II promoter	Q05958
.......GO:0072365	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of cellular ketone metabolic process by negative regulation of transcription from RNA polymerase II promoter	P31385
.....GO:0042083	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	5,10-methylenetetrahydrofolate-dependent methyltransferase activity	P06785
....GO:0061647	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	histone H3-K9 modification	P25554
...GO:0005483	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	soluble NSF attachment protein activity	P32602
....GO:0005745	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	m-AAA complex	P39925
.....GO:0090295	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	nitrogen catabolite repression of transcription	P39001
.......GO:0004844	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	uracil DNA N-glycosylase activity	P12887
...GO:0089713	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	Cbf1-Met4-Met28 complex	P17106
....GO:0031493	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	nucleosomal histone binding	P80428
.....GO:0031492	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	nucleosomal DNA binding	P22082
.......GO:2000283	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of cellular amino acid biosynthetic process	P31385
......GO:0044818	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	mitotic G2/M transition checkpoint	P21951
......GO:0097080	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	plasma membrane selenite transport	P25297
....GO:0051233	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	spindle midzone	P32504
.......GO:0008556	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	potassium-transporting ATPase activity	P13587
...GO:0008280	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	cohesin core heterodimer	P47037
......GO:0008650	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	rRNA (uridine-2'-O-)-methyltransferase activity	P25582
......GO:0003905	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	alkylbase DNA N-glycosylase activity	P22134
......GO:0006286	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	base-excision repair, base-free sugar-phosphate removal	P26793
......GO:0055090	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	acylglycerol homeostasis	Q06508
......GO:0015431	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	glutathione S-conjugate-exporting ATPase activity	P39109
........GO:2000621	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of DNA replication termination	P06786
.......GO:0042939	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tripeptide transport	P32901
....GO:0043708	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	cell adhesion involved in biofilm formation	P40505
.....GO:0043709	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	cell adhesion involved in single-species biofilm formation	P40505
.......GO:0070407	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	oxidation-dependent protein catabolic process	P36775
.........GO:2000757	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of peptidyl-lysine acetylation	P32657
.....GO:0051316	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation	P29295
.....GO:0015723	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	bilirubin transport	P39109
...GO:0070274	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RES complex	P46947
.....GO:0047635	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	alanine-oxo-acid transaminase activity	P52893
......GO:0000830	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	inositol hexakisphosphate 4-kinase activity	Q06685
......GO:0016749	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	N-succinyltransferase activity	P09950
.....GO:0005822	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	inner plaque of spindle pole body	P32380
....GO:0044620	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	ACP phosphopantetheine attachment site binding	P32463
.......GO:0033243	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of cellular amine catabolic process	P25502
.....GO:0006297	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	nucleotide-excision repair, DNA gap filling	P21951
..........GO:0061410	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of transcription from RNA polymerase II promoter in response to ethanol	P07248
......GO:0097079	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	selenite:proton symporter activity	P25297
.......GO:0006565	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	L-serine catabolic process	P25379
.....GO:0006562	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	proline catabolic process	P07275
....GO:0060275	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	maintenance of stationary phase in response to starvation	Q03833
....GO:0060274	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	maintenance of stationary phase	Q03833
...GO:0032116	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	SMC loading complex	Q04002
.....GO:0035674	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tricarboxylic acid transmembrane transport	Q04013
...GO:0005727	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	extrachromosomal circular DNA	Q04002
....GO:0030692	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	Noc4p-Nop14p complex	Q99207
......GO:0052723	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	inositol hexakisphosphate 1-kinase activity	Q06685
.....GO:0031445	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of heterochromatin assembly	P35817
......GO:0050561	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	glutamate-tRNA(Gln) ligase activity	P48525
........GO:0031441	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of mRNA 3'-end processing	P42073
....GO:0031533	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	mRNA cap methyltransferase complex	O13297
........GO:0060903	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of meiosis I	P09959
....GO:1901642	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	nucleoside transmembrane transport	P38988
....GO:0032389	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	MutLalpha complex	P38920
....GO:0016998	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	cell wall macromolecule catabolic process	Q12114
..........GO:0015088	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	copper uptake transmembrane transporter activity	P49573
......GO:0090203	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	transcriptional activation by promoter-terminator looping	Q02455
.......GO:1900401	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of meiosis by regulation of transcription from RNA polymerase II promoter	P39001
........GO:1900403	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of cellular amino acid biosynthetic process by negative regulation of transcription from RNA polymerase II promoter	P31385
.....GO:0090202	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	gene looping	Q02455
......GO:0000994	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RNA polymerase III core binding	P29056
........GO:0033677	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	DNA/RNA helicase activity	Q06218
........GO:1900363	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of mRNA polyadenylation	P42073
.....GO:0031957	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	very long-chain fatty acid-CoA ligase activity	P39002
....GO:0000023	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	maltose metabolic process	P38158
.......GO:0019543	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	propionate catabolic process	Q12428
.....GO:0000252	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	P53199
.....GO:1900187	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of cell adhesion involved in single-species biofilm formation	P22082
......GO:1900189	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of cell adhesion involved in single-species biofilm formation	P22082
......GO:0071894	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	histone H2B conserved C-terminal lysine ubiquitination	P32657
.......GO:0007190	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	activation of adenylate cyclase activity	P01120
.........GO:1900051	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of histone exchange	P35817
.....GO:0070894	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of transposon integration	P46678
....GO:0001133	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	sequence-specific transcription regulatory region DNA binding RNA polymerase II transcription factor recruiting transcription factor activity	P20134
......GO:0036436	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	Isw1a complex	P38144
......GO:0001225	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RNA polymerase II transcription coactivator binding	P39521
.....GO:0001224	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RNA polymerase II transcription cofactor binding	P39521
......GO:0001226	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RNA polymerase II transcription corepressor binding	P39521
....GO:0001221	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	transcription cofactor binding	P39521
......GO:0004515	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	nicotinate-nucleotide adenylyltransferase activity	Q06178
.....GO:0001223	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	transcription coactivator binding	P39521
.....GO:0001222	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	transcription corepressor binding	P39521
.......GO:0043103	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	hypoxanthine salvage	P53909
...GO:0009111	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	vitamin catabolic process	Q06494
.....GO:0018343	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	protein farnesylation	Q12287
........GO:0000465	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	P40693
......GO:0070896	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of transposon integration	P46678
.......GO:0080163	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of protein serine/threonine phosphatase activity	P41895
..GO:0016247	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	channel regulator activity	P48361
.......GO:0045911	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of DNA recombination	P09959
......GO:0000500	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RNA polymerase I upstream activating factor complex	P13393
......GO:0071528	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tRNA re-export from nucleus	P52918
.....GO:0019654	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	acetate fermentation	Q01574
......GO:0015142	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tricarboxylic acid transmembrane transporter activity	Q04013
.......GO:0017005	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	3'-tyrosyl-DNA phosphodiesterase activity	P22936
.......GO:0033609	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	oxalate metabolic process	P38137
....GO:0043393	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of protein binding	P29056
.....GO:0042148	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	strand invasion	P22082
......GO:0001042	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RNA polymerase I core binding	P27692
........GO:0030007	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	cellular potassium ion homeostasis	Q08179
....GO:0061505	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	DNA topoisomerase II activity	P06786
......GO:0045940	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of steroid metabolic process	Q05958
......GO:1903335	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of vacuolar transport	P29295
........GO:0000186	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	activation of MAPKK activity	Q01389
.......GO:0060542	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of strand invasion	P40562
.....GO:0010040	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	response to iron(II) ion	Q07540
....GO:0045004	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	DNA replication proofreading	P21951
.....GO:0045002	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	double-strand break repair via single-strand annealing	P06778
.....GO:0004471	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	malate dehydrogenase (decarboxylating) (NAD+) activity	P36013
.....GO:0004470	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	malic enzyme activity	P36013
....GO:0098545	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	maintenance of protein complex location in cytoplasm	P43583
.....GO:2000114	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of establishment of cell polarity	P47008
.......GO:0048096	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	chromatin-mediated maintenance of transcription	P36053
.....GO:0010530	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of transposition	P46678
.......GO:0004651	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	polynucleotide 5'-phosphatase activity	O13297
.....GO:0003842	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	1-pyrroline-5-carboxylate dehydrogenase activity	P07275
.....GO:0098507	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	polynucleotide 5' dephosphorylation	O13297
...GO:0051192	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	prosthetic group binding	P32463
.......GO:0071596	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	ubiquitin-dependent protein catabolic process via the N-end rule pathway	P19812
...GO:0004096	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	catalase activity	P06115
.....GO:0003991	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	acetylglutamate kinase activity	Q01217
.......GO:0070183	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	mitochondrial tryptophanyl-tRNA aminoacylation	P04803
.....GO:0070187	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	telosome	P29539
........GO:0001682	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tRNA 5'-leader removal	P41812
......GO:0034353	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	RNA pyrophosphohydrolase activity	P53063
.........GO:0001680	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tRNA 3'-terminal CCA addition	P21269
.....GO:0047012	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity	P53199
......GO:0030580	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	quinone cofactor methyltransferase activity	P49017
.....GO:2000303	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of ceramide biosynthetic process	P17106
.......GO:0033611	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	oxalate catabolic process	P38137
......GO:0097506	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	deaminated base DNA N-glycosylase activity	P12887
......GO:0071169	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	establishment of protein localization to chromatin	Q04002
.......GO:0071168	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	protein localization to chromatin	Q04002
.......GO:2000214	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of proline metabolic process	P25502
......GO:0051455	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	attachment of spindle microtubules to kinetochore involved in homologous chromosome segregation	P29295
.......GO:2001156	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of proline catabolic process to glutamate	P25502
......GO:1900058	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of sulfate assimilation	P17106
........GO:0030946	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	protein tyrosine phosphatase activity, metal-dependent	P40081
........GO:0000455	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	enzyme-directed rRNA pseudouridine synthesis	Q08647
.....GO:0052928	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	CTP:3'-cytidine-tRNA cytidylyltransferase activity	P21269
.....GO:0009052	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	pentose-phosphate shunt, non-oxidative branch	Q12189
......GO:0045923	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of fatty acid metabolic process	P07248
.....GO:0043496	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of protein homodimerization activity	P29056
.......GO:0002127	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	wobble base cytosine methylation	P38205
.....GO:0033857	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	diphosphoinositol-pentakisphosphate kinase activity	Q06685
.........GO:0097046	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	replication fork progression beyond termination site	P06786
....GO:0097047	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	DNA replication termination region	P06786
.......GO:1990467	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	NuA3a histone acetyltransferase complex	P35189
.......GO:0010389	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of G2/M transition of mitotic cell cycle	P21951
....GO:0005049	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	nuclear export signal receptor activity	P52918
.....GO:0032091	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of protein binding	P29056
...GO:0042769	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	DNA damage response, detection of DNA damage	Q05543
......GO:0004799	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	thymidylate synthase activity	P06785
......GO:0004810	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tRNA adenylyltransferase activity	P21269
.......GO:2001159	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of CVT pathway	P29295
....GO:2001023	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of response to drug	P12383
......GO:0031507	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	heterochromatin assembly	P40161
......GO:0090074	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	negative regulation of protein homodimerization activity	P29056
........GO:0061424	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of peroxisome organization by positive regulation of transcription from RNA polymerase II promoter	P07248
..GO:0098754	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	detoxification	P39979
......GO:0098518	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	polynucleotide phosphatase activity	O13297
........GO:0008311	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	double-stranded DNA 3'-5' exodeoxyribonuclease activity	P22936
....GO:0007532	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of mating-type specific transcription, DNA-templated	P16649
.....GO:0003949	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	P40545
.....GO:0003941	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	L-serine ammonia-lyase activity	P25379
......GO:0050236	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	pyridoxine:NADP 4-dehydrogenase activity	Q06494
.....GO:0032241	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of nucleobase-containing compound transport	P40160
......GO:0046828	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of RNA import into nucleus	P40160
.........GO:0000448	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Q03280
.....GO:0003864	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	P38122
......GO:0002946	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tRNA C5-cytosine methylation	P38205
..........GO:0051571	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of histone H3-K4 methylation	P23293
.......GO:0008425	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	P49017
.....GO:0050136	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	NADH dehydrogenase (quinone) activity	P32340
...GO:0001786	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	phosphatidylserine binding	Q02336
......GO:0033169	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	histone H3-K9 demethylation	P39956
....GO:0071933	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	Arp2/3 complex binding	Q12156
.....GO:0042936	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	dipeptide transporter activity	P32901
.....GO:0016631	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	enoyl-[acyl-carrier-protein] reductase activity	P38071
........GO:0002101	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tRNA wobble cytosine modification	P38205
........GO:2001158	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	positive regulation of proline catabolic process to glutamate	P25502
.......GO:0046440	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	L-lysine metabolic process	P19262
......GO:0031998	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	regulation of fatty acid beta-oxidation	P07248
....GO:0042365	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	water-soluble vitamin catabolic process	Q06494
.......GO:1990417	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	snoRNA release from pre-rRNA	Q03532
.....GO:0010390	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	histone monoubiquitination	Q07457
.....GO:0047453	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	ATP-dependent NAD(P)H-hydrate dehydratase activity	P36059
......GO:0070336	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	flap-structured DNA binding	P40562
.....GO:0042937	o	0.089	0.000	-1.000	1	1123	0	1123	1	1	tripeptide transporter activity	P32901
